iter	Logloss
198	0.5222298286
199	0.5217993788
200	0.5213756474
201	0.5208752934
202	0.5202931298
203	0.5197714085
204	0.5196560718
205	0.5190502939
206	0.5184019194
207	0.5176872597
208	0.5169200694
209	0.5163428273
210	0.5159696462
211	0.5153984357
212	0.5149357424
213	0.5146892634
214	0.5141887969
215	0.513812996
216	0.5134276276
217	0.5131658003
218	0.5124659608
219	0.512051872
220	0.5118563723
221	0.5112972038
222	0.5107810399
223	0.5099462418
224	0.5098413664
225	0.5092246233
226	0.5084990965
227	0.5079834066
228	0.5073510783
229	0.5068439864
230	0.5062956586
231	0.5057919585
232	0.5052102712
233	0.5046782804
234	0.5041594812
235	0.503691897
236	0.5035688761
237	0.5030707431
238	0.5025493834
239	0.5019278301
240	0.5014762024
241	0.5008833526
242	0.5005513904
243	0.4999392832
244	0.4998849017
245	0.4994139928
246	0.4988737597
247	0.4985069825
248	0.4984194855
249	0.4980076211
250	0.4975458412
251	0.4970372311
252	0.4965724035
253	0.495967359
254	0.4955360738
255	0.4952456396
256	0.495174214
257	0.4945938923
258	0.4940252012
259	0.4934750348
260	0.4930633046
261	0.4927344044
262	0.4922538462
263	0.492094071
264	0.4916043146
265	0.4913046408
266	0.4912624715
267	0.4908358718
268	0.4904280716
269	0.4900102888
270	0.4896824146
271	0.4895546214
272	0.4892472765
273	0.4885654764
274	0.4879579286
275	0.487663583
276	0.4873056529
277	0.4868204081
278	0.4862503036
279	0.4857606775
280	0.4854033658
281	0.4853727997
282	0.484905474
283	0.4845413116
284	0.4840927659
285	0.4840405915
286	0.4837859989
287	0.4834158182
288	0.4830223166
289	0.4828349648
290	0.4825309155
291	0.4821762249
292	0.4816120089
293	0.4812762053
294	0.4807217203
295	0.4802990886
296	0.4798742457
297	0.4797928231
298	0.4795191918
299	0.4794853724
300	0.4790843876
301	0.4787422375
302	0.4781401332
303	0.4778828407
304	0.477416937
305	0.4770991711
306	0.476650399
307	0.4762079852
308	0.4758171466
309	0.4754819305
310	0.4749501177
311	0.47465687
312	0.4744394518
313	0.4743632872
314	0.4740149739
315	0.4739926408
316	0.4734635406
317	0.4731225865
318	0.4726336685
319	0.4722788051
320	0.4718513566
321	0.4714888358
322	0.4710837977
323	0.4708537879
324	0.4705416325
325	0.4701330937
326	0.4697862816
327	0.4694073755
328	0.4693405258
329	0.4690339315
330	0.4689029124
331	0.4687213886
332	0.4684197685
333	0.4680786604
334	0.4678049164
335	0.4675161969
336	0.4674899081
337	0.467320576
338	0.4670563646
339	0.4667542659
340	0.4665684856
341	0.4662261587
342	0.4657729396
343	0.4656277327
344	0.4653447877
345	0.4651269614
346	0.4648146808
347	0.4645155519
348	0.4639556016
349	0.4636606423
350	0.4633091321
351	0.4630364279
352	0.4626662295
353	0.4623544097
354	0.4620867403
355	0.4614686621
356	0.4612383731
357	0.4609664594
358	0.4606114931
359	0.4603939458
360	0.4603373007
361	0.4599515386
362	0.4594515367
363	0.4591531303
364	0.4587933464
365	0.4585823539
366	0.4582965279
367	0.4580518129
368	0.4576512016
369	0.4572413759
370	0.4569187969
371	0.4563751734
372	0.4560371109
373	0.4556898123
374	0.4551634223
375	0.4550047442
376	0.4546228494
377	0.4543672743
378	0.4542955743
379	0.453866914
380	0.4535107829
381	0.453281387
382	0.4529362898
383	0.4526089019
384	0.4523695622
385	0.4520663011
386	0.4517781005
387	0.45148429
388	0.4511893788
389	0.4511447088
390	0.4510503856
391	0.450633828
392	0.4501358847
393	0.4499334367
394	0.4496760078
395	0.4493082714
396	0.4492926222
397	0.4489807451
398	0.4486468644
399	0.4483303534
400	0.4480142046
401	0.4477099548
402	0.4474779494
403	0.4472460351
404	0.4469747493
405	0.446759664
406	0.4462485042
407	0.4458650392
408	0.4455798193
409	0.44507562
410	0.4449764396
411	0.4445002154
412	0.4439020675
413	0.4436646299
414	0.4434479746
415	0.4430917388
416	0.4428179454
417	0.4422947311
418	0.4422826792
419	0.4420678511
420	0.4417901363
421	0.4413794847
422	0.4412192136
423	0.4411551545
424	0.4409667573
425	0.4406957217
426	0.4404627633
427	0.4402563731
428	0.439881995
429	0.4393808544
430	0.4390623957
431	0.4388873859
432	0.43854235
433	0.4385197198
434	0.4382835883
435	0.4379149555
436	0.4374938997
437	0.4372133674
438	0.4371466483
439	0.4370531238
440	0.4368071258
441	0.436455884
442	0.4364478005
443	0.4363876543
444	0.4362475687
445	0.4358634058
446	0.4357581988
447	0.4357363288
448	0.4353877212
449	0.4351115339
450	0.4346802561
451	0.4343756367
452	0.4341634264
453	0.4338656319
454	0.433575751
455	0.4333560066
456	0.4331538482
457	0.4326821565
458	0.4324895149
459	0.432214423
460	0.432082781
461	0.4317186597
462	0.4315376768
463	0.4312953878
464	0.431102345
465	0.4308061606
466	0.4305331947
467	0.4301968134
468	0.430114975
469	0.4298897581
470	0.4298684828
471	0.4294767744
472	0.4290992985
473	0.4289014464
474	0.428887574
475	0.4287190751
476	0.4284629487
477	0.4284091094
478	0.4279648751
479	0.4277231118
480	0.4272574063
481	0.427030863
482	0.4267895367
483	0.4266150969
484	0.4263905699
485	0.426162591
486	0.425895281
487	0.4254622706
488	0.4252772908
489	0.4249941577
490	0.4247461744
491	0.4244410941
492	0.4242372113
493	0.4240145444
494	0.4237669718
495	0.4235353762
496	0.4232963386
497	0.4230958805
498	0.4229438043
499	0.4226062387
500	0.422280561
501	0.421909717
502	0.4217879027
503	0.4215645797
504	0.4212768886
505	0.42127461
506	0.4209066153
507	0.4206204484
508	0.4203880931
509	0.4198724593
510	0.4197050522
511	0.4195153598
512	0.4194363324
513	0.4192238253
514	0.4189781712
515	0.4187632399
516	0.4184192421
517	0.4183130124
518	0.4182126578
519	0.4180439316
520	0.4176466342
521	0.417400641
522	0.4170344943
523	0.4168224488
524	0.4164659496
525	0.41635326
526	0.4161858935
527	0.4158179464
528	0.4157367339
529	0.4154893459
530	0.4151728466
531	0.4147945127
532	0.414582384
533	0.4143843482
534	0.4141433059
535	0.4137854285
536	0.4137853635
537	0.4135671983
538	0.4133516348
539	0.4130988345
540	0.412910124
541	0.4126974285
542	0.4123732381
543	0.4122247778
544	0.4120209685
545	0.4118113545
546	0.4114624043
547	0.4111754986
548	0.4110831519
549	0.4108968148
550	0.4106278328
551	0.4104049866
552	0.4103861784
553	0.4101036076
554	0.4097796459
555	0.4094910573
556	0.4094393398
557	0.4092300783
558	0.4090056432
559	0.4089333174
560	0.4085098815
561	0.4083368741
562	0.4080423637
563	0.4078123137
564	0.4076241694
565	0.4072633648
566	0.4071570033
567	0.4069114655
568	0.4069081013
569	0.4067255046
570	0.406453846
571	0.4062356264
572	0.4059836578
573	0.4056356486
574	0.4054526611
575	0.4050244575
576	0.4047443592
577	0.4043172288
578	0.4040138289
579	0.4037060091
580	0.4034487499
581	0.4032026968
582	0.4028661292
583	0.4027100889
584	0.4025657236
585	0.4023473552
586	0.4021496
587	0.4020020625
588	0.401804782
589	0.4015236195
590	0.4011840764
591	0.400896519
592	0.4006620369
593	0.4004113407
594	0.4002201323
595	0.3999532466
596	0.3996071517
597	0.399322188
598	0.3991619419
599	0.3990061711
600	0.398801543
601	0.3987865876
602	0.3985446778
603	0.3982676009
604	0.3982435352
605	0.3981334412
606	0.3978791167
607	0.3976872387
608	0.3975973711
609	0.3974344606
610	0.397249418
611	0.3971672137
612	0.3970304774
613	0.3967767496
614	0.3965221032
615	0.3962444493
616	0.3960014871
617	0.3958642739
618	0.39569842
619	0.3954572076
620	0.3952707641
621	0.3950617004
622	0.3946880057
623	0.3945700185
624	0.3943550595
625	0.3942151996
626	0.3940579751
627	0.3938922971
628	0.3935543653
629	0.3934167683
630	0.3932213777
631	0.3931575239
632	0.3927727255
633	0.3925709075
634	0.3923973877
635	0.3923053588
636	0.3922783364
637	0.392000069
638	0.391730842
639	0.3915726424
640	0.3912932041
641	0.3911524355
642	0.3908596827
643	0.390640605
644	0.3905758172
645	0.3903593348
646	0.390108683
647	0.389974728
648	0.3897473095
649	0.3894776776
650	0.3894496053
651	0.3893641089
652	0.3891989974
653	0.3889949175
654	0.3887851763
655	0.3885181553
656	0.3881478209
657	0.3878648908
658	0.3874869473
659	0.3873760622
660	0.3872174256
661	0.3869447838
662	0.3867075151
663	0.3865972848
664	0.3863734567
665	0.3863697933
666	0.3861031395
667	0.3858030759
668	0.3857905442
669	0.3856213246
670	0.3855004575
671	0.3853240325
672	0.3852763102
673	0.384961155
674	0.3848055356
675	0.3845574878
676	0.3843221493
677	0.3841381927
678	0.3839446581
679	0.3839190175
680	0.3838478776
681	0.3836221743
682	0.3834228485
683	0.3829514994
684	0.3826759564
685	0.382389798
686	0.382205346
687	0.3820387959
688	0.3819586647
689	0.3817667533
690	0.3815744511
691	0.3815575513
692	0.3813223918
693	0.381068791
694	0.3808777577
695	0.380727932
696	0.3806975775
697	0.3804728824
698	0.3803539771
699	0.3801889654
700	0.379984427
701	0.3798050411
702	0.379630082
703	0.3793309166
704	0.3791116442
705	0.3791100891
706	0.3788001678
707	0.3785480616
708	0.3783567072
709	0.3781879097
710	0.3779993726
711	0.3777609423
712	0.3776399024
713	0.377593486
714	0.3774522547
715	0.3774332733
716	0.377310854
717	0.3770751951
718	0.3768439398
719	0.3764973929
720	0.3762792621
721	0.3760304138
722	0.3757921482
723	0.3755754807
724	0.3753370746
725	0.3752636229
726	0.3750526518
727	0.3749190075
728	0.3746856447
729	0.374681256
730	0.3746403273
731	0.3746382548
732	0.3744011998
733	0.3742486312
734	0.3742197406
735	0.3739961668
736	0.3738368425
737	0.3736327927
738	0.3732447141
739	0.3730279511
740	0.3729170413
741	0.3726801668
742	0.3725300055
743	0.3721818933
744	0.3720070667
745	0.3717396237
746	0.3716113317
747	0.3711820545
748	0.3709338544
749	0.3707040219
750	0.3705236545
751	0.3701932304
752	0.3700491155
753	0.3697411104
754	0.3695361672
755	0.3694271479
756	0.3693188555
757	0.3691960533
758	0.3690965367
759	0.3688431609
760	0.3685044221
761	0.3683577591
762	0.3681092207
763	0.3679365355
764	0.3677541652
765	0.3676088525
766	0.3674980709
767	0.3672581372
768	0.3670038401
769	0.3667556338
770	0.3665845699
771	0.366414506
772	0.3662616562
773	0.3662586699
774	0.366239892
775	0.3662386495
776	0.3661468071
777	0.3660111267
778	0.3658303311
779	0.3658276324
780	0.3656858001
781	0.3655385648
782	0.3653465978
783	0.3652657529
784	0.3652424409
785	0.365058687
786	0.3650033106
787	0.3648314245
788	0.3646068588
789	0.3643389972
790	0.3642284513
791	0.3640081141
792	0.3638405282
793	0.3636693904
794	0.3635166273
795	0.3632823548
796	0.3631389935
797	0.3629855638
798	0.3628017286
799	0.362664914
800	0.3624348994
801	0.3621879124
802	0.3621133052
803	0.3618581998
804	0.3616465921
805	0.3614681337
806	0.3611759112
807	0.3609653326
808	0.3607399133
809	0.3606441216
810	0.3605384982
811	0.3603874493
812	0.3603249136
813	0.360009976
814	0.3598096638
815	0.3598017056
816	0.3596034813
817	0.3593462804
818	0.3591594543
819	0.3589590543
820	0.3587692295
821	0.3585985335
822	0.3585019188
823	0.3582343762
824	0.3580727492
825	0.3579213689
826	0.3577352397
827	0.3575761618
828	0.3574576953
829	0.3572822599
830	0.3571198227
831	0.3569379966
832	0.3566954382
833	0.3564703291
834	0.3562398726
835	0.3560178545
836	0.3559345755
837	0.3557375286
838	0.355623994
839	0.3554142343
840	0.3552258464
841	0.3549765773
842	0.354826493
843	0.354651044
844	0.3545528198
845	0.3544139311
846	0.3543027793
847	0.3540250995
848	0.3537631276
849	0.3536179114
850	0.353417529
851	0.3531761961
852	0.3530422677
853	0.3529473755
854	0.3527755963
855	0.352506146
856	0.3524515923
857	0.3523465177
858	0.3521693458
859	0.3520809783
860	0.3518392162
861	0.3515359699
862	0.3512163148
863	0.3511470866
864	0.3509203938
865	0.3507149744
866	0.3505029576
867	0.3502465307
868	0.3500076592
869	0.3497412731
870	0.3494980041
871	0.3493389256
872	0.3492469027
873	0.3490699453
874	0.3489416912
875	0.348755
876	0.3483737547
877	0.3482519415
878	0.3480948361
879	0.348084441
880	0.3478516256
881	0.3475924875
882	0.347450343
883	0.3472799829
884	0.3470854871
885	0.3469330499
886	0.3466797572
887	0.3465273503
888	0.3463763144
889	0.3462628495
890	0.3462037704
891	0.346016117
892	0.3459510616
893	0.3457454721
894	0.345468708
895	0.345331058
896	0.3449700158
897	0.3448637496
898	0.344589547
899	0.3444126525
900	0.3442754536
901	0.344096619
902	0.3438887454
903	0.3437604844
904	0.3435361907
905	0.3433801728
906	0.3433714911
907	0.3431249103
908	0.3429975471
909	0.3429146101
910	0.3427507691
911	0.3424845991
912	0.3421826584
913	0.3419489717
914	0.3417037403
915	0.3415179499
916	0.3413749918
917	0.3411413196
918	0.3408753664
919	0.3407067873
920	0.340644437
921	0.340438345
922	0.3402766729
923	0.3400806576
924	0.3398526458
925	0.3397144347
926	0.3394548482
927	0.3391046216
928	0.33900752
929	0.3388994413
930	0.3387477199
931	0.3386197773
932	0.3385167057
933	0.3383434087
934	0.3381210138
935	0.3379632345
936	0.3377790128
937	0.3376076745
938	0.3375009782
939	0.3373859977
940	0.3372101668
941	0.3371025975
942	0.3370325698
943	0.3369150797
944	0.3366942191
945	0.3364410105
946	0.3362855387
947	0.3361181575
948	0.3359212338
949	0.3358494526
950	0.3356727867
951	0.3355527734
952	0.3353335805
953	0.335183145
954	0.3351036189
955	0.3349926854
956	0.3348512684
957	0.3347170719
958	0.3345429212
959	0.3344436951
960	0.3342616809
961	0.3340497465
962	0.3338761852
963	0.3335253774
964	0.3332920376
965	0.3331026967
966	0.3328893375
967	0.3326901247
968	0.3324720076
969	0.3323292168
970	0.3321884012
971	0.3320122276
972	0.3318813882
973	0.3317589883
974	0.3314067299
975	0.3312398533
976	0.3310526738
977	0.3308784653
978	0.3307656999
979	0.3305526625
980	0.3304243783
981	0.3302577508
982	0.330196659
983	0.330057703
984	0.329832379
985	0.3295756855
986	0.3294201144
987	0.3292925512
988	0.329178109
989	0.3289799996
990	0.3288757614
991	0.3288001721
992	0.3286486967
993	0.3284979005
994	0.3283571002
995	0.3281933628
996	0.3279891649
997	0.3278008435
998	0.3276518459
999	0.3274590881
