,loan_id,loan_amount,loan_duration,installment_amount,fund_transfer_ts,application_id
1353,2005020883498.0,31042.0,1.0,33721.0,2021-07-08 07:47:16.473641+00:00,2004026668595.0
1354,2005020886608.0,1000000.0,4.0,310000.0,2021-07-09 12:21:37.348600+00:00,2004026797628.0
1355,2005020802386.0,4500000.0,6.0,1065000.0,2021-06-03 09:54:44.370529+00:00,2004025739029.0
1356,2005021293377.0,21579.0,1.0,23744.0,2021-10-21 10:57:40.297463+00:00,2004027057596.0
1357,2005020691336.0,500000.0,3.0,196000.0,2021-03-17 10:57:46.077647+00:00,2004026086034.0
1358,2005020758327.0,10000000.0,9.0,1711000.0,2021-05-10 03:52:55.353467+00:00,2004026566954.0
1359,2005020850442.0,10000000.0,9.0,1711000.0,2021-06-25 03:15:27.374849+00:00,2004025649435.0
1360,2005021045721.0,2000000.0,,362000.0,2021-08-30 02:53:08.037032+00:00,2004025649435.0
1361,2005022027454.0,103632.0,1.0,110955.0,2022-02-02 04:58:13.504361+00:00,2004026830902.0
1362,2005021399451.0,105789.0,2.0,60000.0,2021-11-06 06:34:56.467287+00:00,2004026493724.0
1363,2005021075574.0,52905.0,1.0,56361.0,2021-09-07 00:32:06.509423+00:00,2004026969034.0
1364,2005020780363.0,1000000.0,2.0,580000.0,2021-05-24 07:22:12.303577+00:00,2004026596373.0
1365,2005020886708.0,500000.0,4.0,165000.0,2021-07-09 13:01:38.536325+00:00,2004025803176.0
1366,2005020793443.0,2000000.0,4.0,640000.0,2021-05-30 12:21:33.974906+00:00,2004026126301.0
1367,2005021580311.0,1856632.0,6.0,420000.0,2021-12-01 10:22:52.711456+00:00,2004028029631.0
1368,2005021146049.0,2500000.0,5.0,700000.0,2021-09-25 03:02:36.582340+00:00,2004025871252.0
1369,2005020800447.0,500000.0,5.0,140000.0,2021-06-02 11:53:16.378044+00:00,2004026637165.0
1370,2005020805727.0,500000.0,5.0,140000.0,2021-06-05 02:01:02.039603+00:00,2004026637165.0
1371,2005020808568.0,527368.0,5.0,142000.0,2021-06-06 08:33:22.716628+00:00,2004026637165.0
1372,2005021017560.0,526895.0,6.0,114000.0,2021-08-23 08:57:17.364872+00:00,2004026134257.0
1373,2005020772196.0,1000000.0,3.0,413000.0,2021-05-19 07:09:37.005208+00:00,2004026596373.0
1374,2005020638885.0,500000.0,5.0,140000.0,2021-01-16 07:16:25.528563+00:00,2004025746226.0
1375,2005020946623.0,500000.0,6.0,113000.0,2021-08-02 06:42:04.019970+00:00,2004026523956.0
1376,2005021250681.0,53211.0,1.0,55605.0,2021-10-12 07:04:34.664393+00:00,2004026472160.0
1377,2005020935176.0,16030.0,1.0,17440.0,2021-07-28 11:07:11.467740+00:00,2004026489663.0
1378,2005020901914.0,1141832.0,9.0,183000.0,2021-07-14 08:40:41.739066+00:00,2004026020036.0
1379,2005021064709.0,53158.0,1.0,57003.0,2021-09-03 10:48:27.262792+00:00,2004027145302.0
1380,2005020944255.0,1500000.0,5.0,420000.0,2021-08-01 07:52:41.005103+00:00,2004026152942.0
1381,2005020653559.0,1500000.0,4.0,465000.0,2021-02-03 08:32:17.412932+00:00,2004025671274.0
1382,2005021064747.0,264211.0,3.0,106000.0,2021-09-03 10:59:51.143877+00:00,2004027095610.0
1383,2005020947768.0,300000.0,3.0,118000.0,2021-08-02 14:11:43.433158+00:00,2004026853784.0
1384,2005020910088.0,4500000.0,6.0,1020000.0,2021-07-18 01:50:24.005120+00:00,2004026892382.0
1385,2005022016383.0,1000000.0,3.0,383000.0,2022-01-31 14:00:02.074660+00:00,2004025631947.0
1386,2005021798500.0,53211.0,1.0,57308.0,2022-01-03 13:55:44.613195+00:00,2004027209407.0
1387,2005020646911.0,10000000.0,6.0,2266000.0,2021-01-26 04:41:17.967077+00:00,2004025809962.0
1388,2005020739406.0,1000000.0,9.0,161000.0,2021-04-27 05:51:04.863235+00:00,2004026020036.0
1389,2005020956485.0,21579.0,1.0,22888.0,2021-08-06 00:50:41.443113+00:00,2004026931444.0
1390,2005020744343.0,2000000.0,9.0,322000.0,2021-04-30 10:46:55.033920+00:00,2004026020036.0
1391,2005020629658.0,300000.0,3.0,115000.0,2021-01-02 10:20:58.581087+00:00,2004025631947.0
1392,2005020634731.0,600000.0,3.0,230000.0,2021-01-11 06:21:59.172993+00:00,2004025631947.0
1393,2005020638041.0,4500000.0,6.0,1065000.0,2021-01-15 06:50:08.988643+00:00,2004025739029.0
1394,2005020627480.0,600000.0,3.0,230000.0,2020-12-29 07:38:01.158261+00:00,2004025631947.0
1395,2005021157196.0,1053000.0,9.0,159000.0,2021-09-27 09:04:28.064648+00:00,2004026194106.0
1396,2005020630822.0,5000000.0,6.0,1083000.0,2021-01-04 15:12:14.020149+00:00,2004025601008.0
1397,2005020830237.0,2000000.0,5.0,520000.0,2021-06-15 13:28:55.116878+00:00,2004026110503.0
1398,2005020731401.0,500000.0,4.0,155000.0,2021-04-21 09:08:49.251856+00:00,2004026086034.0
1399,2005021600218.0,2000000.0,5.0,560000.0,2021-12-04 03:20:10.946662+00:00,2004026152942.0
1400,2005020900311.0,32526.0,1.0,33393.0,2021-07-13 14:55:18.041585+00:00,2004026762017.0
1401,2005020910913.0,53684.0,1.0,55294.0,2021-07-18 09:05:40.383839+00:00,2004026177189.0
1402,2005021352021.0,54043.0,1.0,58942.0,2021-10-30 06:46:29.524031+00:00,2004027607325.0
1403,2005020956620.0,105860.0,1.0,112917.0,2021-08-06 01:33:44.201954+00:00,2004026540462.0
1404,2005020910930.0,6000000.0,8.0,1050000.0,2021-07-18 09:15:31.685260+00:00,2004025560801.0
1405,2005020796826.0,,3.0,121000.0,2021-06-01 03:34:13.013834+00:00,2004026524706.0
1406,2005020910802.0,106211.0,3.0,42000.0,2021-07-18 08:03:35.376591+00:00,2004025877603.0
1407,,1500000.0,6.0,340000.0,2021-06-06 10:35:59.225883+00:00,2004026541054.0
1408,2005020643056.0,2000000.0,5.0,560000.0,2021-01-21 05:57:47.553984+00:00,2004025734336.0
1409,2005020816922.0,1000000.0,6.0,226000.0,2021-06-10 05:53:58.587130+00:00,2004026541054.0
1410,2005020627308.0,500000.0,5.0,140000.0,2020-12-29 10:08:03.338688+00:00,2004025589544.0
1411,2005021064903.0,1200000.0,4.0,372000.0,2021-09-03 11:54:57.604807+00:00,2004026348762.0
1412,2005021564541.0,53000.0,1.0,57081.0,2021-11-29 04:07:10.449772+00:00,2004025892645.0
1413,2005021644639.0,10000000.0,9.0,1711000.0,2021-12-11 05:29:30.899348+00:00,2004026566954.0
1414,2005020935425.0,1000000.0,3.0,383000.0,2021-07-28 13:00:58.389126+00:00,2004025774535.0
1415,2005020911025.0,54301.0,1.0,,2021-07-18 10:01:53.206839+00:00,
1416,2005021564448.0,1000000.0,2.0,570000.0,2021-11-29 04:10:04.428409+00:00,2004026647976.0
1417,2005021018349.0,53158.0,1.0,57871.0,2021-08-23 11:41:20.041748+00:00,2004025990810.0
1418,2005021157256.0,2027946.0,6.0,439000.0,2021-09-27 09:41:09.717440+00:00,2004026214646.0
1419,2005021142890.0,53211.0,1.0,57201.0,2021-09-24 09:45:57.389651+00:00,2004026472160.0
1420,2005020959883.0,10453.0,1.0,11184.0,2021-08-06 17:14:33.172585+00:00,2004026972682.0
1421,,1000000.0,7.0,202000.0,2022-02-13 04:45:56.527665+00:00,2004025905571.0
1422,2005021154942.0,500000.0,3.0,191000.0,2021-09-27 01:47:40.163686+00:00,2004025774535.0
1423,2005021075915.0,208895.0,3.0,77000.0,2021-09-07 02:40:53.788815+00:00,2004026691463.0
1424,2005020633581.0,2500000.0,6.0,566000.0,2021-01-09 01:57:34.909760+00:00,2004025686373.0
1425,2005021155125.0,1000000.0,3.0,383000.0,2021-09-27 02:17:51.472875+00:00,2004025774535.0
1426,2005021064968.0,53433.0,1.0,57422.0,2021-09-03 12:13:52.783038+00:00,2004027199079.0
1427,2005021155277.0,1000000.0,3.0,383000.0,2021-09-27 02:45:24.447745+00:00,2004025774535.0
1428,2005020958875.0,1000000.0,8.0,175000.0,2021-08-06 11:15:08.241571+00:00,2004025774535.0
1429,2005020964902.0,1000000.0,8.0,175000.0,2021-08-09 00:10:01.654754+00:00,2004025774535.0
1430,2005020965483.0,1000000.0,8.0,175000.0,2021-08-09 03:08:31.435851+00:00,2004025774535.0
1431,2005020993113.0,1000000.0,8.0,175000.0,2021-08-17 10:05:28.355437+00:00,2004025774535.0
1432,2005020810350.0,314158.0,3.0,126000.0,2021-06-07 07:26:48.633993+00:00,2004025739911.0
1433,2005020639366.0,4500000.0,6.0,1020000.0,2021-01-17 04:01:31.197204+00:00,2004025751732.0
1434,2005021398996.0,,6.0,113000.0,2021-11-06 05:31:35.744485+00:00,2004028060929.0
1435,2005020914901.0,74632.0,1.0,76622.0,2021-07-20 05:23:22.112854+00:00,2004027031670.0
1436,2005020914784.0,16030.0,1.0,17782.0,2021-07-20 04:35:56.275411+00:00,2004026489663.0
1437,2005020935953.0,22043.0,1.0,23747.0,2021-07-28 23:45:45.377139+00:00,2004026612800.0
1438,2005020628012.0,3500000.0,6.0,793000.0,2020-12-30 00:18:06.758054+00:00,2004025632990.0
1439,2005020976589.0,700000.0,4.0,217000.0,2021-08-13 10:14:32.849425+00:00,2004027139331.0
1440,2005020914477.0,110211.0,2.0,61000.0,2021-07-20 02:15:00.124935+00:00,2004027000970.0
1441,2005020631518.0,2000000.0,,453000.0,2021-01-06 01:14:42.177972+00:00,2004025653324.0
1442,2005020821140.0,280053.0,3.0,110000.0,2021-06-11 14:51:29.693082+00:00,2004026677018.0
1443,2005020627933.0,4000000.0,7.0,771000.0,2020-12-29 12:28:07.095934+00:00,2004025644616.0
1444,2005020622849.0,2500000.0,6.0,566000.0,2020-12-17 06:41:22.540759+00:00,2004025574618.0
1445,2005020629245.0,3000000.0,5.0,780000.0,2021-01-01 01:30:51.747478+00:00,2004025651661.0
1446,2005020622742.0,1000000.0,5.0,280000.0,2020-12-17 04:26:31.885400+00:00,2004025576523.0
1447,2005020652655.0,3000000.0,6.0,680000.0,2021-02-02 07:57:07.338275+00:00,2004025854121.0
1448,2005021019316.0,11474.0,1.0,,2021-08-23 18:28:44.365730+00:00,2004026545972.0
1449,2005021005816.0,500000.0,3.0,196000.0,2021-08-20 10:31:55.244101+00:00,2004027139331.0
1450,2005021398515.0,500000.0,3.0,196000.0,2021-11-06 04:16:36.893580+00:00,2004028060929.0
1451,2005020635914.0,1000000.0,5.0,280000.0,2021-01-13 03:42:56.260886+00:00,2004025709187.0
1452,2005020639558.0,1500000.0,6.0,340000.0,2021-01-17 07:26:26.034747+00:00,2004025686373.0
1453,2005020916127.0,52905.0,1.0,58583.0,2021-07-20 19:26:10.711843+00:00,2004026763430.0
1454,2005020636376.0,3000000.0,6.0,710000.0,2021-01-13 09:39:16.250167+00:00,2004025724999.0
1455,2005021158044.0,474263.0,6.0,98000.0,2021-09-27 12:18:43.424595+00:00,2004026194106.0
1456,2005020641987.0,6000000.0,6.0,,2021-01-21 03:32:51.528996+00:00,2004025771903.0
1457,2005020645904.0,500000.0,5.0,140000.0,2021-01-25 03:56:06.797119+00:00,2004025803176.0
1458,2005020628444.0,10000000.0,9.0,1711000.0,2020-12-30 08:15:56.697953+00:00,2004025649435.0
1459,2005020838476.0,500000.0,2.0,290000.0,2021-06-19 08:47:43.045894+00:00,2004026802087.0
1460,2005020685013.0,2000000.0,5.0,560000.0,2021-03-11 05:20:55.729036+00:00,2004026118497.0
1461,2005020630045.0,2000000.0,6.0,473000.0,2021-01-03 09:45:54.912458+00:00,2004025663861.0
1462,2005020889541.0,500000.0,6.0,108000.0,2021-07-10 14:08:51.869514+00:00,2004025774535.0
1463,2005020908883.0,1900000.0,6.0,411000.0,2021-07-17 08:45:31.501340+00:00,2004025774535.0
1464,2005021142964.0,2000000.0,4.0,660000.0,2021-09-24 10:02:37.489184+00:00,2004026240927.0
1465,2005021944463.0,103632.0,1.0,105911.0,2022-01-22 01:05:54.970221+00:00,
1466,2005020928410.0,1000000.0,3.0,383000.0,2021-07-25 15:48:05.916600+00:00,2004025774535.0
1467,2005021019059.0,11474.0,1.0,12483.0,2021-08-23 14:51:45.685444+00:00,2004026545972.0
1468,2005020930768.0,208895.0,3.0,84000.0,2021-07-26 14:40:54.440354+00:00,2004025877603.0
1469,2005020680120.0,3000000.0,6.0,710000.0,2021-03-05 09:41:41.018640+00:00,2004026068635.0
1470,2005020928473.0,52905.0,1.0,58089.0,2021-07-25 16:38:48.921831+00:00,2004026763430.0
1471,2005020819464.0,26155.0,1.0,27436.0,2021-06-11 04:11:27.191924+00:00,2004026699875.0
1472,2005020827653.0,53158.0,1.0,58863.0,2021-06-14 10:53:32.606174+00:00,2004026699875.0
1473,2005020930623.0,400000.0,3.0,165000.0,2021-07-26 13:26:56.556123+00:00,2004025990810.0
1474,2005020925084.0,53000.0,1.0,57823.0,2021-07-24 06:28:55.009729+00:00,2004025892645.0
1475,2005021150167.0,500000.0,2.0,290000.0,2021-09-26 00:12:41.604411+00:00,2004026831226.0
1476,2005021065174.0,2000000.0,9.0,342000.0,2021-09-03 13:35:00.797210+00:00,2004027400828.0
1477,2005020929071.0,26184.0,1.0,28173.0,2021-07-26 02:44:47.545493+00:00,2004026677018.0
1478,2005021272885.0,1000000.0,9.0,171000.0,2021-10-17 05:03:12.493095+00:00,2004027400828.0
1479,2005021019087.0,21632.0,1.0,23535.0,2021-08-23 15:06:33.965975+00:00,2004026545972.0
1480,2005020847227.0,105789.0,2.0,60000.0,2021-06-23 09:23:22.324960+00:00,2004026699195.0
1481,2005020981517.0,11474.0,1.0,12089.0,2021-08-15 02:15:29.911556+00:00,2004026699195.0
1482,2005020629828.0,3000000.0,5.0,840000.0,2021-01-03 04:15:59.800522+00:00,2004025668859.0
1483,2005021371104.0,1000000.0,2.0,580000.0,2021-11-02 02:58:01.350654+00:00,2004026969034.0
1484,2005020704493.0,1000000.0,6.0,236000.0,2021-03-29 06:56:02.569930+00:00,2004026249499.0
1485,2005020925155.0,53000.0,1.0,57823.0,2021-07-24 06:53:59.725346+00:00,2004025892645.0
1486,2005020620328.0,,6.0,1360000.0,2020-12-13 04:44:23.509086+00:00,2004025560801.0
1487,2005020647421.0,1000000.0,3.0,413000.0,2021-01-26 12:30:13.519525+00:00,2004025806390.0
1488,2005020647746.0,1000000.0,3.0,413000.0,2021-01-27 05:06:31.473360+00:00,2004025806390.0
1489,2005021144585.0,26155.0,1.0,28290.0,2021-09-24 17:03:25.010396+00:00,2004027584522.0
1490,2005020925208.0,53211.0,1.0,58053.0,2021-07-24 07:19:00.756407+00:00,
1491,2005020636975.0,1000000.0,6.0,236000.0,2021-01-14 05:07:33.624699+00:00,2004025724999.0
1492,2005020925252.0,53000.0,1.0,,2021-07-24 07:57:02.885133+00:00,2004025892645.0
1493,2005020632658.0,500000.0,5.0,140000.0,2021-01-07 09:34:54.509407+00:00,2004025693298.0
1494,2005020879554.0,1000000.0,4.0,300000.0,2021-07-06 15:28:34.307079+00:00,2004025774535.0
1495,2005020912687.0,1000000.0,3.0,383000.0,2021-07-19 05:47:31.908078+00:00,2004025774535.0
1496,2005020641720.0,1500000.0,3.0,590000.0,2021-01-19 12:12:00.766338+00:00,2004025604305.0
1497,2005022005137.0,53579.0,1.0,56615.0,2022-01-30 04:44:39.048311+00:00,2004026177189.0
1498,2005020643554.0,53710.0,1.0,58000.0,2021-01-22 02:35:24.319400+00:00,2004025765982.0
1499,2005020725905.0,211684.0,3.0,79000.0,2021-04-17 04:16:42.670155+00:00,2004026214646.0
1500,2005020650541.0,2000000.0,6.0,473000.0,2021-01-31 02:09:11.719462+00:00,2004025835974.0
1501,2005020927180.0,53000.0,1.0,57699.0,2021-07-25 05:22:03.664376+00:00,2004025892645.0
1502,2005021167058.0,800000.0,3.0,330000.0,2021-09-29 11:53:00.660249+00:00,2004026668595.0
1503,2005020643922.0,500000.0,5.0,140000.0,2021-01-22 07:34:47.508935+00:00,2004025730111.0
1504,2005020646800.0,1000000.0,3.0,413000.0,2021-01-26 02:54:31.182054+00:00,2004025806390.0
1505,2005022089042.0,500000.0,6.0,113000.0,2022-02-10 08:17:09.728219+00:00,2004026347249.0
1506,2005020715273.0,12000000.0,9.0,2053000.0,2021-04-09 00:09:10.731481+00:00,2004026259450.0
1507,2005020643174.0,500000.0,4.0,150000.0,2021-01-21 14:14:34.016234+00:00,2004025631947.0
1508,2005020933866.0,400000.0,3.0,165000.0,2021-07-28 02:51:15.657125+00:00,2004026699195.0
1509,2005020646967.0,1000000.0,4.0,310000.0,2021-01-26 05:06:04.200150+00:00,2004025726441.0
1510,2005020936620.0,15693.0,1.0,16608.0,2021-07-29 05:07:31.571400+00:00,2004026333846.0
1511,2005020638075.0,2500000.0,6.0,591000.0,2021-01-15 07:31:34.961851+00:00,2004025738274.0
1512,2005020640998.0,2500000.0,5.0,650000.0,2021-01-19 02:07:48.983146+00:00,2004025658398.0
1513,2005020650132.0,2000000.0,5.0,560000.0,2021-01-30 05:24:16.105282+00:00,2004025830701.0
1514,2005020927351.0,53000.0,1.0,57699.0,2021-07-25 06:25:23.986896+00:00,2004025892645.0
1515,2005020638497.0,800000.0,4.0,264000.0,2021-01-16 00:06:25.555930+00:00,2004025668859.0
1516,2005020665954.0,3000000.0,9.0,483000.0,2021-02-17 12:06:47.732592+00:00,2004025925344.0
1517,2005020773155.0,1053684.0,6.0,238000.0,2021-05-19 14:33:03.442036+00:00,2004026608402.0
1518,2005021876309.0,500000.0,4.0,155000.0,2022-01-12 14:52:41.448709+00:00,2004026032715.0
1519,2005020647936.0,1000000.0,6.0,236000.0,2021-01-27 06:54:34.062601+00:00,2004025724999.0
1520,2005020927412.0,53000.0,1.0,57699.0,2021-07-25 06:43:21.612985+00:00,2004025892645.0
1521,2005020624517.0,4000000.0,5.0,1120000.0,2020-12-23 02:40:39.341663+00:00,2004025607633.0
1522,2005021833766.0,498106.0,3.0,200000.0,2022-01-08 00:07:29.867733+00:00,2004026677465.0
1523,2005020651395.0,1000000.0,5.0,280000.0,2021-02-02 03:01:55.034166+00:00,2004025732529.0
1524,2005020936704.0,300000.0,3.0,118000.0,2021-07-29 05:30:48.475448+00:00,2004026353074.0
1525,2005020651773.0,2500000.0,6.0,566000.0,2021-02-03 13:38:08.651283+00:00,2004025726441.0
1526,2005021003148.0,800000.0,5.0,224000.0,2021-08-20 01:25:51.818655+00:00,2004026441345.0
1527,2005021344343.0,1000000.0,2.0,590000.0,2021-10-29 07:07:17.321820+00:00,2004026540462.0
1528,2005021396269.0,,1.0,62265.0,2021-11-05 18:04:38.860423+00:00,2004026540462.0
1529,2005021903750.0,43053.0,1.0,45406.0,2022-01-17 01:13:29.772519+00:00,2004026830902.0
1530,2005021075522.0,500000.0,2.0,290000.0,2021-09-07 00:05:05.834870+00:00,2004027307166.0
1531,2005021803549.0,600000.0,4.0,198000.0,2022-01-04 08:57:06.053139+00:00,2004026969034.0
1532,2005020966595.0,300000.0,3.0,118000.0,2021-08-09 09:41:50.107849+00:00,2004026803056.0
1533,2005020829681.0,1300000.0,4.0,390000.0,2021-06-15 09:10:59.648075+00:00,2004025644616.0
1534,2005020744287.0,3000000.0,6.0,680000.0,2021-04-30 10:26:57.538411+00:00,2004026494626.0
1535,2005021335137.0,527368.0,3.0,202000.0,2021-10-28 05:39:19.068162+00:00,2004027443741.0
1536,2005020855250.0,2000000.0,6.0,453000.0,2021-06-27 04:00:25.478304+00:00,2004025893232.0
1537,2005021583328.0,300000.0,3.0,127000.0,2021-12-02 00:23:32.418012+00:00,2004028361801.0
1538,2005021137807.0,2500000.0,5.0,700000.0,2021-09-23 11:27:41.497036+00:00,2004025753336.0
1539,2005021285249.0,52905.0,1.0,55127.0,2021-10-19 21:52:10.951097+00:00,2004026987366.0
1540,2005021293991.0,10453.0,1.0,10867.0,2021-10-21 12:45:25.920285+00:00,2004026987366.0
1541,2005020799631.0,527368.0,4.0,163000.0,2021-06-02 06:57:07.944892+00:00,2004026677465.0
1542,2005020920863.0,300000.0,3.0,121000.0,2021-07-22 11:07:05.408079+00:00,2004026677465.0
1543,2005020968970.0,400000.0,4.0,128000.0,2021-08-10 08:00:05.102703+00:00,2004026757651.0
1544,2005021904025.0,1000000.0,4.0,330000.0,2022-01-17 02:13:51.007369+00:00,2004026186944.0
1545,2005022018559.0,6000000.0,6.0,1420000.0,2022-02-01 01:21:28.007023+00:00,2004027346590.0
1546,2005020702237.0,1000000.0,5.0,260000.0,2021-03-27 06:06:01.454699+00:00,2004026147446.0
1547,2005021126725.0,1000000.0,3.0,393000.0,2021-09-20 06:08:14.547901+00:00,2004026111896.0
1548,2005020975012.0,59768.0,1.0,63533.0,2021-08-12 21:08:12.447932+00:00,2004026693951.0
1549,2005020995680.0,59768.0,1.0,,2021-08-18 02:57:39.673685+00:00,2004026693951.0
1550,2005020938955.0,4500000.0,8.0,787000.0,2021-07-30 04:36:40.085558+00:00,2004025893232.0
1551,2005020984213.0,53211.0,1.0,55073.0,2021-08-15 14:54:50.289848+00:00,2004026803056.0
1552,2005020809269.0,1000000.0,5.0,280000.0,2021-06-07 10:55:47.259605+00:00,2004025709187.0
1553,2005022018643.0,316737.0,4.0,95000.0,2022-02-01 01:35:34.133097+00:00,2004026221387.0
1554,2005020759203.0,2500000.0,4.0,775000.0,2021-05-10 10:12:54.561611+00:00,2004026175140.0
1555,2005020823986.0,211105.0,3.0,80000.0,2021-06-13 02:10:10.666837+00:00,2004026175140.0
1556,2005021157868.0,1000000.0,3.0,383000.0,2021-09-27 11:45:07.530576+00:00,2004025774535.0
1557,2005021158649.0,1000000.0,3.0,383000.0,2021-09-27 15:00:16.934460+00:00,2004025774535.0
1558,2005020819660.0,5000000.0,9.0,805000.0,,2004026468094.0
1559,2005020784029.0,500000.0,3.0,206000.0,,2004025768121.0
1560,2005020823046.0,2000000.0,6.0,453000.0,2021-06-12 10:31:28.104970+00:00,2004026686912.0
1561,2005022089625.0,1000000.0,7.0,202000.0,2022-02-10 09:37:02.399647+00:00,2004025905571.0
1562,2005021717298.0,263526.0,3.0,106000.0,2021-12-22 04:11:19.127068+00:00,2004025892645.0
1563,2005020949221.0,51842.0,1.0,55833.0,,2004026646059.0
1564,2005021601600.0,300000.0,3.0,127000.0,2021-12-04 06:00:23.224234+00:00,2004028361801.0
1565,2005021370444.0,318421.0,6.0,65000.0,2021-11-02 01:12:51.870961+00:00,2004026020036.0
1566,2005020962466.0,1000000.0,9.0,171000.0,2021-08-07 14:15:00.500848+00:00,2004026353074.0
1567,2005021717549.0,263526.0,3.0,106000.0,2021-12-22 04:42:55.285469+00:00,2004025892645.0
1568,2005021273229.0,,4.0,338000.0,2021-10-17 03:28:08.807267+00:00,2004026699195.0
1569,2005021436088.0,250526.0,,101000.0,2021-11-11 06:12:17.541108+00:00,2004026699195.0
1570,2005020786990.0,473684.0,6.0,102000.0,2021-05-27 08:08:12.354646+00:00,2004026660858.0
1571,2005020825440.0,500000.0,6.0,113000.0,2021-06-13 13:21:30.282061+00:00,2004026660858.0
1572,2005020834131.0,500000.0,,113000.0,2021-06-17 10:20:41.079010+00:00,2004026660858.0
1573,2005020862758.0,500000.0,6.0,113000.0,2021-06-30 03:43:14.624208+00:00,2004026660858.0
1574,2005020873074.0,338517.0,6.0,76000.0,2021-07-04 03:03:39.294111+00:00,2004026660858.0
1575,2005021165430.0,124737.0,3.0,47000.0,2021-09-29 05:47:20.880268+00:00,2004026660858.0
1576,2005020792849.0,6000000.0,9.0,1026000.0,2021-05-30 09:51:27.832441+00:00,2004026693992.0
1577,2005021262439.0,421483.0,6.0,95000.0,2021-10-14 12:29:32.632659+00:00,2004026660858.0
1578,2005020890306.0,52905.0,1.0,56238.0,2021-07-11 02:57:06.478070+00:00,2004026699195.0
1579,2005021000284.0,500000.0,3.0,206000.0,2021-08-19 04:45:34.707511+00:00,2004025709955.0
1580,2005020961661.0,1000000.0,5.0,280000.0,2021-08-07 08:20:04.186818+00:00,2004026169311.0
1581,2005020840044.0,106211.0,3.0,,2021-06-20 04:36:08.467172+00:00,2004026717006.0
1582,2005020971886.0,21579.0,1.0,22888.0,2021-08-11 12:07:02.409556+00:00,2004026972682.0
1583,2005021274205.0,527368.0,3.0,202000.0,2021-10-17 07:30:55.313032+00:00,2004027443741.0
1584,2005020873696.0,106211.0,3.0,40000.0,2021-07-04 07:57:34.438740+00:00,2004026717006.0
1585,2005020912453.0,116842.0,3.0,44000.0,2021-07-19 04:13:49.338630+00:00,2004026717006.0
1586,2005021189993.0,108065.0,2.0,62000.0,2021-10-03 04:30:21.201195+00:00,2004026540462.0
1587,2005020971903.0,21579.0,1.0,22888.0,2021-08-11 12:19:23.963872+00:00,2004026972682.0
1588,2005021581647.0,300000.0,2.0,175000.0,2021-12-01 13:07:41.438290+00:00,2004028361801.0
1589,2005022067182.0,1053684.0,6.0,228000.0,2022-02-07 08:20:19.979725+00:00,2004026177189.0
1590,2005020950092.0,103632.0,1.0,117656.0,2021-08-03 13:53:32.610900+00:00,2004026834623.0
1591,2005020949834.0,313853.0,2.0,178000.0,2021-08-03 11:33:34.526898+00:00,2004026834623.0
1592,2005021645587.0,11579.0,,11833.0,2021-12-11 08:42:23.193205+00:00,2004025653324.0
1593,2005021000377.0,51842.0,1.0,53898.0,2021-08-19 05:08:43.316323+00:00,2004026646059.0
1594,2005020915444.0,303684.0,3.0,116000.0,2021-07-20 10:20:49.535415+00:00,2004026967548.0
1595,2005020832269.0,83526.0,1.0,89651.0,2021-06-16 12:49:44.870590+00:00,2004026661037.0
1596,2005020832405.0,26184.0,1.0,28104.0,2021-06-16 14:29:58.201834+00:00,2004026661037.0
1597,2005020836816.0,53158.0,1.0,56879.0,2021-06-18 13:25:18.140578+00:00,2004026661037.0
1598,2005020667879.0,3500000.0,6.0,793000.0,2021-02-20 02:09:44.476216+00:00,2004025974960.0
1599,2005021529481.0,158474.0,3.0,60000.0,2021-11-23 02:11:18.840592+00:00,2004026175140.0
1600,2005020949735.0,103632.0,1.0,108122.0,2021-08-03 10:59:36.420485+00:00,2004026353074.0
1601,2005020982967.0,500000.0,3.0,206000.0,2021-08-15 08:26:09.116836+00:00,2004026590791.0
1602,2005021532440.0,500000.0,6.0,,2021-11-23 11:51:14.187016+00:00,2004026590791.0
1603,2005021989297.0,500000.0,4.0,165000.0,,2004026590791.0
1604,2005020962202.0,83526.0,1.0,90152.0,2021-08-07 12:17:27.604073+00:00,2004026868905.0
1605,2005020959269.0,1000000.0,8.0,175000.0,2021-08-06 12:35:09.183908+00:00,2004025774535.0
1606,2005020954851.0,1000000.0,3.0,383000.0,2021-08-05 09:16:15.853289+00:00,2004025774535.0
1607,2005020958142.0,500000.0,3.0,191000.0,2021-08-06 08:16:31.369167+00:00,2004025774535.0
1608,2005020958631.0,500000.0,3.0,191000.0,2021-08-06 10:16:21.634737+00:00,2004025774535.0
1609,2005020961182.0,300000.0,3.0,115000.0,2021-08-07 05:29:56.048258+00:00,2004025774535.0
1610,2005020962768.0,500000.0,3.0,191000.0,2021-08-08 00:15:03.162609+00:00,2004025774535.0
1611,,500000.0,3.0,191000.0,2021-08-08 04:35:12.125709+00:00,2004025774535.0
1612,2005020933163.0,1500000.0,4.0,450000.0,2021-07-27 14:26:32.927088+00:00,2004025774535.0
1613,2005021991817.0,500000.0,,165000.0,2022-01-28 08:29:29.211691+00:00,2004026590791.0
1614,2005020964388.0,1000000.0,6.0,216000.0,2021-08-08 11:55:10.181454+00:00,2004025774535.0
1615,2005021583285.0,526895.0,5.0,142000.0,2021-12-01 23:31:16.171066+00:00,2004025709187.0
1616,2005022067239.0,,1.0,12080.0,2022-02-07 08:26:02.719117+00:00,2004026177189.0
